# base64_utf8_original	base64_utf8_russian
QWxs	0JLRgdC1
ezB9IGxvY2F0ZWQgYSBzZXR0bGVtZW50Lg==	ezB9INC+0LHQvdCw0YDRg9C20LjQuyDQv9C+0YHQtdC70LXQvdC40LUu
IE5vIHNhZmUgbG9vdCBpdGVtcyBmb3VuZCE=	INCR0LXQt9C+0L/QsNGB0L3Ri9GFINC/0YDQtdC00LzQtdGC0L7QsiDQtNC70Y8g0LTQvtCx0YvRh9C4INC90LUg0L3QsNC50LTQtdC90L4h
IGVuZG9yc2VtZW50IHNwZWNpZmljYWxseS4=	INC+0LTQvtCx0YDQtdC90LjQtSDQutC+0L3QutGA0LXRgtC90L4u
IGhhcyBsb3N0IDxjb2xvcj0jRTk2QzZDPi0=	INC/0L7RgtC10YDRj9C7IDxjb2xvcj0jRTk2QzZDPi0=
IGhhcyBtYWRlIDxjb2xvcj0jOENEOTZCPis=	INC30LDRgNCw0LHQvtGC0LDQuyA8Y29sb3I9IzhDRDk2Qj4r
IHdpbGwgcGVybWFuZW50bHkgZGVzdHJveSA=	INC90LDQstGB0LXQs9C00LAg0YPQvdC40YfRgtC+0LbQuNGCIA==
QXNrIHRoZSBmaXhlciBmb3IgYSBjaGFyZ2U=	0J/QvtC/0YDQvtGB0LjRgtC1INC80LDRgdGC0LXRgNCwINC+0L/Qu9Cw0YLQuNGC0Ywg0LfQsNGA0Y/QtA==
QXNraW5nIG5pY2VseSB3aWxsIHJlZHVjZSA=	0JLQtdC20LvQuNCy0YvQtSDQv9GA0L7RgdGM0LHRiyDRgdC+0LrRgNCw0YLRj9GCIA==
Qm91Z2h0IHswfSBmb3IgezF9IHNpbHZlci4=	0JrRg9C/0LjQuyB7MH0g0LfQsCB7MX0g0YHQtdGA0LXQsdGA0L4u
Q2FyYXZhbiBoYXMgc2xhdmVzIGluIHRvdy4=	0JrQsNGA0LDQstCw0L0g0LLQtdC30LXRgiDRgNCw0LHQvtCyLg==
Q2F0Y2ggdGhlIG1vdmUgKEF3YXJlbmVzcyk=	0JvQvtCy0Lgg0YXQvtC0ICjQmNC90YTQvtGA0LzQsNGG0LjRjyk=
RGVhbGVyIGhpdHMuIFRoZSB0b3RhbCBpcyA=	0JTQuNC70LXRgCDQsdGM0LXRgi4g0J7QsdGJ0LDRjyDRgdGD0LzQvNCwINGB0L7RgdGC0LDQstC70Y/QtdGCIA==
RW4gUm91dGUg4oCUIG9uZSBldmVudCBmaXJlcw==	0JIg0L/Rg9GC0Lgg4oCUINGB0YDQsNCx0LDRgtGL0LLQsNC10YIg0L7QtNC90L4g0YHQvtCx0YvRgtC40LU=
RW50ZXJpbmcgb3JiaXRhbCBwbGF0Zm9ybS4=	0JLRhdC+0LQg0L3QsCDQvtGA0LHQuNGC0LDQu9GM0L3Rg9GOINC/0LvQsNGC0YTQvtGA0LzRgy4=
TG9uZyBndW4gLSBhY3Jvc3MgdGhlIHZvaWQ=	0JTQu9C40L3QvdC+0LUg0YDRg9C20YzQtSDigJQg0YfQtdGA0LXQtyDQv9GD0YHRgtC+0YLRgw==
Tm8gd291bmRzLCBubyByZXZlbmdlIGZsYWc=	0J3QuNC60LDQutC40YUg0YDQsNC9LCDQvdC40LrQsNC60L7Qs9C+INGE0LvQsNCz0LAg0LzQtdGB0YLQuA==
T2NjdXBhbnQgSk9JTlMgdGhlIGNhcmF2YW4=	0JbQuNGC0LXQu9GMINCf0KDQmNCh0J7QldCU0JjQndCv0JXQotCh0K8g0Log0LrQsNGA0LDQstCw0L3Rgw==
T2ZmZXIgYSBicmliZSAoezB9IHNpbHZlcik=	0J/RgNC10LTQu9C+0LbQuNGC0LUg0LLQt9GP0YLQutGDICh7MH0g0YHQtdGA0LXQsdGA0L4p
UGxheSBhIGd1ZXN0IChQZXJmb3JtYW5jZSk=	0JjQs9GA0LDQudGC0LUg0LIg0LPQvtGB0YLRj9GFICjQn9GA0LXQtNGB0YLQsNCy0LvQtdC90LjQtSk=
UmFuZG9tIGRlbWFuZCBpcyBmbGV4aWJsZS4=	0KHQu9GD0YfQsNC50L3Ri9C5INGB0L/RgNC+0YEg0Y/QstC70Y/QtdGC0YHRjyDQs9C40LHQutC40Lwu
UmFyZSAgKGF2Zy4gZXZlcnkgMjUgZGF5cyk=	0KDQtdC00LrQsNGPICjQsiDRgdGA0LXQtNC90LXQvCDQutCw0LbQtNGL0LUgMjUg0LTQvdC10Lkp
U2xpcCB0aGUgYWlybG9jayAoU3RlYWx0aCk=	0J/RgNC+0YHQutC+0LvRjNC30L3Rg9GC0Ywg0LIg0YjQu9GO0LfQvtCy0YPRjiDQutCw0LzQtdGA0YMgKNCh0LrRgNGL0YLQvdC+KQ==
U3RhdGlvbiBMT0NLT1VUIG9uZSBzZWFzb24=	0JHQm9Ce0JrQmNCg0J7QktCa0JAg0YHRgtCw0L3RhtC40Lgg0L3QsCDQvtC00LjQvSDRgdC10LfQvtC9
U3R1bm5lZC4gTG9zZXMgdGhpcyByb3VuZC4=	0J7RiNCw0YDQsNGI0LXQvS4g0J/RgNC+0LjQs9GA0YvQstCw0LXRgiDRjdGC0L7RgiDRgNCw0YPQvdC0Lg==
VGFsayB0aGUgd2F0Y2ggKEZhc3QgVGFsayk=	0J/QvtCz0L7QstC+0YDQuNGC0LUg0L4g0YfQsNGB0LDRhSAo0JHRi9GB0YLRgNGL0Lkg0YDQsNC30LPQvtCy0L7RgCk=
VGVhciB0aGUgY3Jhd2wgb3BlbiAoQk9EWSk=	0KDQsNC30L7RgNCy0LjRgtC1INC/0L7Qu9C30YPQvSAoQk9EWSk=
VGhlIHRhYmxlIGlzIGNvb2xpbmcgZG93bi4=	0KHRgtC+0Lsg0L7RgdGC0YvQstCw0LXRgi4=
VGhleSBhcmUgYSBtZXJlIGhvbWVzdGVhZC4=	0K3RgtC+INCy0YHQtdCz0L4g0LvQuNGI0Ywg0YPRgdCw0LTRjNCx0LAu
VGlueSBjcmVkIHJpc2sgaWYgaGFiaXR1YWw=	0J3QtdCx0L7Qu9GM0YjQvtC5INC60YDQtdC00LjRgtC90YvQuSDRgNC40YHQuiwg0LXRgdC70Lgg0Y3RgtC+INC/0YDQuNCy0YvRh9C90L4=
VmljdGltcycga2luOiByZXZlbmdlIGZsYWc=	0KDQvtC00YHRgtCy0LXQvdC90LjQutC4INC20LXRgNGC0LI6INGE0LvQsNCzINC80LXRgdGC0Lg=
Z28gbG91ZCBvbiBoaW0gdW5kZXIgZ3VhcmQ=	0LPRgNC+0LzQutC+INC90LDQv9Cw0LTQsNC10YIg0L3QsCDQvdC10LPQviDQv9C+0LQg0L7RhdGA0LDQvdC+0Lk=
aGVsZCB0aGUgbmVydmUsIGNsZWFuIHdhbGs=	0LTQtdGA0LbQuNGCINC90LXRgNCy0YssINGH0LjRgdGC0YPRjiDQv9C+0YXQvtC00LrRgw==
aXMgaGl0IGluIHRoZSB7MH0gZm9yIHsxfS4=	0L/QvtC/0LDQtNCw0LXRgiDQsiB7MH0g0LTQu9GPIHsxfS4=
bWlzc2VkIHRoZSBsdW5nZSwgdHVtYmxpbmc=	0L/RgNC+0L/Rg9GB0YLQuNC7INCy0YvQv9Cw0LQsINC60YPQstGL0YDQutCw0Y/RgdGM
cGFpZCBhIGNyaW1lIGxvcmQgbG95YWxpc3Q=	0LfQsNC/0LvQsNGC0LjQuyDQu9C+0Y/Qu9C40YHRgtGDINC60YDQuNC80LjQvdCw0LvRjNC90L7Qs9C+INCw0LLRgtC+0YDQuNGC0LXRgtCw
cHVsbCBiYWNrIHRocm91Z2ggdGhlIGxvY2s=	0L7RgtGF0L7QtNGP0YIg0L3QsNC30LDQtCDRh9C10YDQtdC3INC30LDQvNC+0Lou
dGhlaXIgc3VpdGVkIGR1dHkgcm90YXRpb24=	0LjRhSDQv9C+0LTRhdC+0LTRj9GJ0LXQtSDQtNC10LbRg9GA0YHRgtCy0L4=
dGhpcyBpcyB0b28gbXVjaCwgc2xpcCBvdXQ=	0Y3RgtC+INGB0LvQuNGI0LrQvtC8LCDQstGL0YHQutC+0LvRjNC30L3QuNGC0LU=
ezB9IFN0YXBsZSBEZWZpY2l0OiB7MTpGMH0=	ezB9INCU0LXRhNC40YbQuNGCINC+0YHQvdC+0LLQvdGL0YUg0LLQtdGJ0LXRgdGC0LI6IHsxOkYwfQ==
ezB9IGRpc2NvdmVyZWQgYW4gb3V0cG9zdCE=	ezB9INC+0LHQvdCw0YDRg9C20LjQuyDQsNCy0LDQvdC/0L7RgdGCIQ==
ezB9IGhhcyBhbiBhbm5veWluZyB2b2ljZS4=	0KMgezB9INGA0LDQt9C00YDQsNC20LDRjtGJ0LjQuSDQs9C+0LvQvtGBLg==
ezB9IGhhcyBhbiBpbXBvc2luZyBmcmFtZS4=	ezB9INC40LzQtdC10YIg0LLQvdGD0YjQuNGC0LXQu9GM0L3Rg9GOINGA0LDQvNC60YMu
ezB9IGlzIGEgbWFzdGVyIG9mIGNvbWJhdC4=	ezB9IOKAlCDQvNCw0YHRgtC10YAg0LHQvtGPLg==
ezB9IGlzIGhpZ2ggb24gbHVjaWZlcml1bS4=	ezB9INGB0L7QtNC10YDQttC40YIg0LHQvtC70YzRiNC+0LUg0LrQvtC70LjRh9C10YHRgtCy0L4g0LvRjtGG0LjRhNC10YDQuNGPLg==
ezB9IGlzIG9mZmVyZWQgYXMgdHJpYnV0ZS4=	ezB9INC/0YDQtdC00LvQsNCz0LDQtdGC0YHRjyDQsiDQutCw0YfQtdGB0YLQstC1INC00LDQvdC4Lg==
IGRlbWFuZHMgdGhhdCB5b3UgZ2l2ZSBoaW0g	INGC0YDQtdCx0YPQtdGCLCDRh9GC0L7QsdGLINGC0Ysg0LTQsNC7INC10LzRgyA=
JyBmb3VuZCBidXQgZmFpbGVkIHRvIHNwYXdu	JyDQvdCw0LnQtNC10L0sINC90L4g0L3QtSDRg9C00LDQu9C+0YHRjCDRgdC+0LfQtNCw0YLRjA==
QmVzdCBzaWx2ZXIgKyBleHRyYSBiaW9uaWNz	0JvRg9GH0YjQtdC1INGB0LXRgNC10LHRgNC+ICsg0LTQvtC/0L7Qu9C90LjRgtC10LvRjNC90LDRjyDQsdC40L7QvdC40LrQsA==
QmxvdyB0aGUgbG9jayBhbmQgc3Rvcm0gaXQu	0JLQt9C+0YDQstC40YLQtSDQt9Cw0LzQvtC6INC4INGI0YLRg9GA0LzRg9C50YLQtSDQtdCz0L4u
QnV5LWluIGZyb250ZWQgYnkgdGhlIGhvdXNl	0JHQsNC5LdC40L0g0L/QtdGA0LXQtCDQtNC+0LzQvtC8
Q291bnRlci1vZmZlciB3YXMgcmVqZWN0ZWQu	0JLRgdGC0YDQtdGH0L3QvtC1INC/0YDQtdC00LvQvtC20LXQvdC40LUg0LHRi9C70L4g0L7RgtC60LvQvtC90LXQvdC+Lg==
Rml4ZXIgZ3J1ZGdlIChyZXZlbmdlIGZsYWcp	0J3QtdC00L7QstC+0LvRjNGB0YLQstC+INCk0LjQutGB0LXRgNCwICjRhNC70LDQsyDQvNC10YHRgtC4KQ==
SG91c2UgZ3J1ZGdlIChyZXZlbmdlIGZsYWcp	0JTQvtC80LDRiNC90Y/RjyDQvtCx0LjQtNCwICjRhNC70LDQsyDQvNC10YHRgtC4KQ==
S25vdyB0aGUgZ3JpZnQgKFN0cmVldHdpc2Up	0JfQvdCw0Lkg0L/QvtC00LLQvtGFICjQo9C70LjRhtCwKQ==
T2ZmZXIgZXhwaXJlcyBpbiB7MH0gZGF5KHMp	0KHRgNC+0Log0LTQtdC50YHRgtCy0LjRjyDQv9GA0LXQtNC70L7QttC10L3QuNGPINC40YHRgtC10LrQsNC10YIg0YfQtdGA0LXQtyB7MH0g0LTQvdC10Lku
UG93ZXI6IHswOkYwfSwgRmFjdGlvbjogezF9	0KHQuNC70LA6IHswOkYwfSwg0KTRgNCw0LrRhtC40Y86IHsxfQ==
UmlnIHRoZSBjYWJpbiAoRGVtb2xpdGlvbnMp	0J7RgdC90LDRgdGC0LjRgtGMINGF0LjQttC40L3RgyAo0KHQvdC+0YEp
U29sZCBCYWNrIHRvIHRoZSBDcmltZSBMb3Jk	0J/RgNC+0LTQsNC90L4g0L7QsdGA0LDRgtC90L4g0LrRgNC40LzQuNC90LDQu9GM0L3QvtC80YMg0LDQstGC0L7RgNC40YLQtdGC0YM=
VGhlIGNhcmdvIHBvZCBzbGFtbWVkIGRvd24u	0JPRgNGD0LfQvtCy0LDRjyDQutCw0L/RgdGD0LvQsCDRg9C/0LDQu9CwLg==
VGhlIG91dHBvc3QgaXMgZGVmZW5kZWQgYnk6	0JDQstCw0L3Qv9C+0YHRgiDQt9Cw0YnQuNGJ0LDQtdGCOg==
VGhlIHdhciB3aXRoIHswfSBoYXMgZW5kZWQu	0JLQvtC50L3QsCDRgSB7MH0g0LfQsNC60L7QvdGH0LjQu9Cw0YHRjC4=
VGhleSB3aWxsIGdpdmUgeW91IHswfSB7MX0u	0J7QvdC4INC00LDQtNGD0YIg0LLQsNC8IHswfSB7MX0u
VmlldyBzcXVhZCBjaGFyYWN0ZXIgc2hlZXRz	0J/QvtGB0LzQvtGC0YDQtdGC0Ywg0LvQuNGB0YLRiyDQv9C10YDRgdC+0L3QsNC20LXQuSDQvtGC0YDRj9C00LA=
ZG91YmxlcyBkb3duLiBUaGUgdG90YWwgaXMg	0YPQtNCy0LDQuNCy0LDQtdGC0YHRjy4g0JjRgtC+0LPQvjog
aGF2ZSBhIHJlcHV0YXRpb24gZm9yIGJlaW5n	0LjQvNC10LXRgiDRgNC10L/Rg9GC0LDRhtC40Y4=
bGlmdGVkIGEgbWlsaXRhcnkgcmlmbGU6ICsx	0L/QvtC00L3Rj9C7INCy0L7QtdC90L3Rg9GOINCy0LjQvdGC0L7QstC60YM6ICsx
c2VsbCBiYWNrIHRvIHRoZSBjcmltZSBsb3Jk	0L/RgNC+0LTQsNGC0Ywg0L7QsdGA0LDRgtC90L4g0LrRgNC40LzQuNC90LDQu9GM0L3QvtC80YMg0LDQstGC0L7RgNC40YLQtdGC0YM=
dGhlIHBsYXRmb3JtJ3Mgc3RyaWN0IG9yYml0	0YHRgtGA0L7Qs9Cw0Y8g0L7RgNCx0LjRgtCwINC/0LvQsNGC0YTQvtGA0LzRiw==
dW5zdGFibGUgc3VycGx1czogLTIgdG8gcmln	0L3QtdGB0YLQsNCx0LjQu9GM0L3Ri9C5INC40LfQu9C40YjQtdC6OiAtMiDQtNC70Y8g0YPRgdGC0LDQvdC+0LLQutC4
ezB9IGhhcyBqb2luZWQgdGhlIGNhcmF2YW4u	ezB9INC/0YDQuNGB0L7QtdC00LjQvdC40LvRgdGPINC6INC60LDRgNCw0LLQsNC90YMu
ezB9IGhhcyBraWxsZWQgdGVuIG9yIG1vcmUu	ezB9INGD0LHQuNC7INC00LXRgdGP0YLRjCDQuNC70Lgg0LHQvtC70LXQtSDRh9C10LvQvtCy0LXQui4=
ezB9IGlzIGEgbWFzb2NoaXN0aWMgZnJlYWsu	ezB9IOKAlCDRg9GA0L7QtC3QvNCw0LfQvtGF0LjRgdGCLg==
ezB9IGlzIGEgezF9IGluIHRoZSBFbXBpcmUu	ezB9IOKAlCDRjdGC0L4gezF9INCyINCY0LzQv9C10YDQuNC4Lg==
ezB9IGxlZnQgdGhlaXIgY3JldyBiZWhpbmQu	ezB9INC+0YHRgtCw0LLQuNC7INGB0LLQvtGOINC60L7QvNCw0L3QtNGDLg==
ezB9IHdhciB7MX0gaW4gdGhlIGNhcmF2YW4u	ezB9INCy0L7QudC90LAgezF9INCyINC60LDRgNCw0LLQsNC90LUu
ezB9IHdhcyBjb252aW5jZWQgdG8gbGVhdmUu	ezB9INCx0YvQuyDRg9Cx0LXQttC00LXQvSDRg9C50YLQuC4=
IEdvbGRUaWxlIHRlcnJhaW4gbm90IGZvdW5kLg==	INCc0LXRgdGC0L3QvtGB0YLRjCBHb2xkVGlsZSDQvdC1INC90LDQudC00LXQvdCwLg==
IE5vIGdvbGQgdGlsZSBtYXJrZXJzIGZvdW5kLg==	INCd0LUg0L3QsNC50LTQtdC90Ysg0LzQsNGA0LrQtdGA0Ysg0LfQvtC70L7RgtGL0YUg0L/Qu9C40YLQvtC6Lg==
IE5vIHN0b3JhZ2UgYnVpbGRpbmdzIGZvdW5kIQ==	INCh0LrQu9Cw0LTRgdC60LjRhSDQt9C00LDQvdC40Lkg0L3QtSDQvdCw0LnQtNC10L3QviE=
IFN0b2xlbiBnb29kcyBwb29sIGlzIGVtcHR5IQ==	INCf0YPQuyDRg9C60YDQsNC00LXQvdC90YvRhSDRgtC+0LLQsNGA0L7QsiDQv9GD0YHRgiE=
LiBUaGUgaXRlbSB3YXMgc29sZCBpbnN0ZWFkLg==	LiDQktC80LXRgdGC0L4g0Y3RgtC+0LPQviDRgtC+0LLQsNGAINCx0YvQuyDQv9GA0L7QtNCw0L0u
LkdlbmVyYXRlIGlzIGluaGVyaXRlZCBmcm9tIA==	LkdlbmVyYXRlINGD0L3QsNGB0LvQtdC00L7QstCw0L0g0L7RgiA=
QnJldyBpdCB5b3Vyc2VsZiAoQ2hlbWlzdHJ5KQ==	0J/RgNC40LPQvtGC0L7QstGMINGB0LDQvCAo0KXQuNC80LjRjyk=
SG9sZCdlbSBhZ2FpbnN0IHlvdXIgcml2YWxzLg==	0KXQvtC70LTQtdC8INC/0YDQvtGC0LjQsiDRgdCy0L7QuNGFINGB0L7Qv9C10YDQvdC40LrQvtCyLg==
SW5zdGFsbCBjeWJlcm5ldGljIGltcGxhbnRzLg==	0KPRgdGC0LDQvdC+0LLQuNGC0LUg0LrQuNCx0LXRgNC90LXRgtC40YfQtdGB0LrQuNC1INC40LzQv9C70LDQvdGC0LDRgtGLLg==
TmV0IHRoaW5uZXIgdGhhbiBhIGNsZWFuIHJ1bg==	0KHQtdGC0Ywg0YLQvtC90YzRiNC1INGH0LjRgdGC0L7Qs9C+INC/0YDQvtCx0LXQs9Cw
Tm9ybWFsICAoYXZnLiBldmVyeSAxMiBkYXlzKQ==	0J7QsdGL0YfQvdGL0LkgKNCyINGB0YDQtdC00L3QtdC8INC60LDQttC00YvQtSAxMiDQtNC90LXQuSk=
T3BlbiB1cCB3aXRoIHRoZSBoZWF2eSBndW5zLg==	0J7RgtC60YDQvtC50YLQtSDQvtCz0L7QvdGMINC40Lcg0YLRj9C20LXQu9C+0LPQviDQvtGA0YPQttC40Y8u
UGVyc3Vhc2lvbiB0aHJvdWdoIHRoZSBnbGFzcw==	0KPQsdC10LbQtNC10L3QuNC1INGH0LXRgNC10Lcg0YHRgtC10LrQu9C+
UGxhY2UgY2hpcHMgdG8gc2V0IHlvdXIgYmV0Lg==	0KDQsNC30LzQtdGB0YLQuNGC0LUg0YTQuNGI0LrQuCwg0YfRgtC+0LHRiyDRgdC00LXQu9Cw0YLRjCDRgdGC0LDQstC60YMu
UmVhZCB0aGUgcmVhbCBsaXN0IChNZWRpY2FsKQ==	0J/RgNC+0YfQuNGC0LDRgtGMINGA0LXQsNC70YzQvdGL0Lkg0YHQv9C40YHQvtC6ICjQnNC10LTQuNGG0LjQvdGB0LrQuNC5KQ==
UmVhZCB0aGUgdGVsZW1ldHJ5IChNZWRpY2FsKQ==	0J/RgNC+0YfQuNGC0LDRgtGMINGC0LXQu9C10LzQtdGC0YDQuNGOICjQnNC10LTQuNGG0LjQvdGB0LrQuNC5KQ==
VGVuZGluZyB3b3VuZHMuIEJhY2sgaW4gezB9Lg==	0JvQtdGH0LXQvdC40LUg0YDQsNC9LiDQktC10YDQvdGR0LzRgdGPINCyIHswfS4=
VGhlIEJyaWVmIChEZWFkbHkgLSBjb25maXJtKQ==	0JrRgNCw0YLQutC+0LUg0L7Qv9C40YHQsNC90LjQtSAo0YHQvNC10YDRgtC10LvRjNC90L4g0L7Qv9Cw0YHQvdC+0LUgLSDQv9C+0LTRgtCy0LXRgNC00LjRgtC1KQ==
VGhlIGVuZm9yY2VyIGNsb2NrcyB0aGUgY2FzZQ==	0JjRgdC/0L7Qu9C90LjRgtC10LvRjCDQvtGC0YHQu9C10LbQuNCy0LDQtdGCINC00LXQu9C+
WW91IGNhbiBtYWtlIGFub3RoZXIgZGVtYW5kLg==	0JLRiyDQvNC+0LbQtdGC0LUg0L/QvtC00LDRgtGMINC00YDRg9Cz0L7QtSDRgtGA0LXQsdC+0LLQsNC90LjQtS4=
WW91IGNhbid0IHN0YW5kIHVwIG1pZC1oYW5kLg==	0JLRiyDQvdC1INC80L7QttC10YLQtSDQstGB0YLQsNGC0Ywg0L3QsCDRgdGA0LXQtNC90Y7RjiDRgNGD0LrRgy4=
Y2F0Y2ggZm9yIHRoZSBwcmVtaXVtIGFueXdheQ==	0LLRgdC1INGA0LDQstC90L4g0L/QvtC50LzQsNC10YIg0L/RgNC10LzQuNGD0Lwt0LrQu9Cw0YHRgQ==
Y29uc3VsdGluZyBhbmNpZW50IGRhdGFiYW5rcw==	0JrQvtC90YHRg9C70YzRgtCw0YbQuNC4INC/0L4g0LTRgNC10LLQvdC40Lwg0LHQsNC90LrQsNC8INC00LDQvdC90YvRhQ==
Y292ZXIgdGhlIGRpZmZlcmVuY2UsIGVhdCBpdA==	0L/QvtC60YDRi9GC0Ywg0YDQsNC30L3QuNGG0YMsINGB0YrQtdGB0YLRjCDQtdC1
Y3ljbGUgYmFjayBvdXQsIGRvbid0IGNvbW1pdA==	0YbQuNC60Lsg0L3QsNC30LDQtCwg0L3QtSDRgdC+0LLQtdGA0YjQsNC50YLQtSDQutC+0LzQvNC40YLQvtCy
bGFuZHMgdGhlIGJsb3cgKHswfSB0byB7MX0pLg==	0L3QsNC90L7RgdC40YIg0YPQtNCw0YAgKNC+0YIgezB9INC00L4gezF9KS4=
bGVhdmUgaXQsIGRvbid0IHRha2UgdGhlIGpvYg==	0L7RgdGC0LDQstGM0YLQtSDQtdCz0L4sINC90LUg0L/RgNC40L3QuNC80LDQudGC0LUg0YDQsNCx0L7RgtGDLg==
c2V0IGl0IGRvd24sIHJldHVybiB0aGUgY2FzZQ==	0L/QvtGB0YLQsNCy0YzRgtC1INC10LPQviwg0LLQtdGA0L3QuNGC0LUg0LTQtdC70L4=
c3R1ZHlpbmcgY29uc3BpcmFjeSB0aGVvcmllcw==	0LjQt9GD0YfQsNC10YIg0YLQtdC+0YDQuNC4INC30LDQs9C+0LLQvtGA0LA=
dGhlaXIgaGFiaXQgb2Ygc2VsbGluZyBkcnVncw==	0LjRhSDQv9GA0LjQstGL0YfQutCwINC/0YDQvtC00LDQstCw0YLRjCDQvdCw0YDQutC+0YLQuNC60Lg=
dXNpbmcgYW4gZW5jcnlwdGVkIGZyZXF1ZW5jeQ==	LCDQuNGB0L/QvtC70YzQt9GD0Y7RidCw0Y8g0LfQsNGI0LjRhNGA0L7QstCw0L3QvdGD0Y4g0YfQsNGB0YLQvtGC0YM=
ezB9IENhbGN1bGF0ZWQgVmFsdWU6IHsxOkYwfQ==	ezB9INCg0LDRgdGH0LXRgtC90L7QtSDQt9C90LDRh9C10L3QuNC1OiB7MTpGMH0=
ezB9IEdyb3VwZWQgaW50byB7MX0gZmllbGRzLg==	ezB9INCh0LPRgNGD0L/Qv9C40YDQvtCy0LDQvdC+INCyINC/0L7Qu9GPIHsxfS4=
ezB9IGlzIGdlbmV0aWNhbGx5IGRlbGljYXRlLg==	ezB9INCz0LXQvdC10YLQuNGH0LXRgdC60Lgg0L3QtdC20LXQvS4=
ezB9IGlzIG5ha2VkIGFuZCBhIGNhbm5pYmFsLg==	ezB9INCz0L7Qu9GL0Lkg0Lgg0LrQsNC90L3QuNCx0LDQuy4=
IE5vIGh5ZHJvcG9uaWNzIGJhc2lucyBmb3VuZC4=	INCR0LDRgdGB0LXQudC90Ysg0LTQu9GPINCz0LjQtNGA0L7Qv9C+0L3QuNC60Lgg0L3QtSDQvdCw0LnQtNC10L3Riy4=
IE5vIHNhZmUgbG9vdCBpdGVtcyByZXNvbHZlZC4=	INCd0LUg0YDQtdGI0LXQvdC+INC90LjQutCw0LrQuNGFINCx0LXQt9C+0L/QsNGB0L3Ri9GFINC/0YDQtdC00LzQtdGC0L7QsiDQtNC+0LHRi9GH0Lgu
K3swfSBnb29kd2lsbCBpbnN0ZWFkIG9mICt7MX0=	K3swfSDQtNC+0LHRgNC+0Lkg0LLQvtC70Lgg0LLQvNC10YHRgtC+ICt7MX0=
LiA0IHJhaWRzIGF0IHNwZWVkIGludGVydmFscy4=	LiA0INGA0LXQudC00LAg0L3QsCDRgdC60L7RgNC+0YHRgtC90YvRhSDQuNC90YLQtdGA0LLQsNC70LDRhS4=
Q2FyYXZhbiBoYXMgYSBtZWNoYW5vaWQgYXJteS4=	Q2FyYXZhbiDQuNC80LXQtdGCINCw0YDQvNC40Y4g0LzQtdGF0LDQvdC+0LjQtNC+0LIu
Q2FyYXZhbiBpcyBjYXJyeWluZyBhIG1vcnRhci4=	0JrQsNGA0LDQstCw0L0g0LLQtdC30LXRgiDQvNC40L3QvtC80LXRgi4=
Q2xpY2sgdGhlIG5hbWUgdG8gdmlldyB3b3VuZHM=	0KnQtdC70LrQvdC40YLQtSDQuNC80Y8sINGH0YLQvtCx0Ysg0L/RgNC+0YHQvNC+0YLRgNC10YLRjCDRgNCw0L3Riy4=
RG9jayBhdCB0aGUgb3JiaXRhbCBwbGF0Zm9ybS4=	0KHRgtGL0LrQvtCy0LrQsCDRgSDQvtGA0LHQuNGC0LDQu9GM0L3QvtC5INC/0LvQsNGC0YTQvtGA0LzQvtC5Lg==
RmluZCB3b3JrLCBsZWFkcywgYW5kIHJ1bW9ycy4=	0J3QsNC50LTQuNGC0LUg0YDQsNCx0L7RgtGDLCDRgdCy0LXQtNC10L3QuNGPINC4INGB0LvRg9GF0Lgu
RnJlcXVlbnQgIChhdmcuIGV2ZXJ5IDYgZGF5cyk=	0KfQsNGB0YLQviAo0LIg0YHRgNC10LTQvdC10Lwg0LrQsNC20LTRi9C1IDYg0LTQvdC10Lkp
RnV0dXJlIGxhYm9yIGpvYnMgaGVyZSBoYXJkZXI=	0JHRg9C00YPRidC40LUg0YDQsNCx0L7Rh9C40LUg0LzQtdGB0YLQsCDQt9C00LXRgdGMINGB0LvQvtC20L3QtdC1
SGFuZGxlIHRoZW0gKEFuaW1hbCBIYW5kbGluZyk=	0KDQsNC30LHQtdGA0LjRgdGMINGBINC90LjQvNC4ICjQntCx0YDQsNGJ0LXQvdC40LUg0YEg0LbQuNCy0L7RgtC90YvQvNC4KQ==
SG90d2lyZSB2ZWhpY2xlIChyZXNlcnZlZCBieSA=	0JDQstGC0L7QvNC+0LHQuNC70YwgSG90d2lyZSAo0LfQsNGA0LXQt9C10YDQstC40YDQvtCy0LDQvdC+IA==
SHVsbCBpbnRhY3QsIG5vIGludmVzdGlnYXRpb24=	0JrQvtGA0L/Rg9GBINC90LXQv9C+0LLRgNC10LbQtNGR0L0sINGA0LDRgdGB0LvQtdC00L7QstCw0L3QuNC1INC90LUg0L/RgNC+0LLQvtC00LjRgtGB0Y8=
TG9vayBjbG9zZXIgZmlyc3QgKEF3YXJlbmVzcyk=	0KHQvdCw0YfQsNC70LAg0L/QvtGB0LzQvtGC0YDQuNGC0LUg0L/QvtCx0LvQuNC20LUgKNCe0YHQstC10LTQvtC80LvQtdC90L3QvtGB0YLRjCk=
Tm8gZW5naW5lZXJpbmcgd29yayBzZWxlY3RlZC4=	0JjQvdC20LXQvdC10YDQvdCw0Y8g0YDQsNCx0L7RgtCwINC90LUg0LLRi9Cx0YDQsNC90LAu
T3BlbiB0cmFkZSB3aXRoIHRoaXMgb3V0cG9zdC4=	0J7RgtC60YDRi9GC0Ywg0YLQvtGA0LPQvtCy0LvRjiDRgSDRjdGC0LjQvCDQsNCy0LDQvdC/0L7RgdGC0L7QvC4=
